#station_name,latitude,longitude,timestamp,record,temperature,air_humidity,pressure,solar_radiation,soil_temperature,wind_velocity,wind_direction
#,deg,deg,ts,rn,c,%,mbar,w/m2,deg_c,m/s,deg
Station1,-2.850764,-79.192941,2014-05-13 10:45:00,55,15.42,79.14,744.3295,287.9131,17.68,1.209,314.4141
Station1,-2.850764,-79.192941,2014-05-13 10:50:00,56,15.25,77.04,744.2606,301.0182,17.67,1.22,266.7394
Station1,-2.850764,-79.192941,2014-05-13 10:55:00,57,15.66,79.53,744.2492,367.1409,17.67,0.94,291.2445
Station1,-2.850764,-79.192941,2014-05-13 11:00:00,58,16.26,76.97,744.233,404.8621,17.67,0.601,244.653
Station1,-2.850764,-79.192941,2014-05-13 11:05:00,59,16.6,74.57,744.1542,425.6558,17.66,1.313,306.3043
Station1,-2.850764,-79.192941,2014-05-13 11:10:00,60,16.5,74.17,744.0904,457.0624,17.66,0.988,293.4695
Station1,-2.850764,-79.192941,2014-05-13 11:15:00,61,16.84,73.33,744.0665,633.3758,17.66,1.201,267.7401
Station1,-2.850764,-79.192941,2014-05-13 11:20:00,62,17.08,71.26,743.9933,501.0191,17.66,1.047,265.1708
Station1,-2.850764,-79.192941,2014-05-13 11:25:00,63,17.12,70.36,743.9672,454.183,17.66,1.345,285.7036
Station1,-2.850764,-79.192941,2014-05-13 11:30:00,64,16.76,72.23,743.952,463.6985,17.67,1.556,289.2137
Station1,-2.850764,-79.192941,2014-05-13 11:35:00,65,16.83,72.29,743.8804,472.1207,17.67,1.167,269.8013
Station1,-2.850764,-79.192941,2014-05-13 11:40:00,66,17.21,72.74,743.8194,583.4481,17.67,1.129,281.7831
Station1,-2.850764,-79.192941,2014-05-13 11:45:00,67,17.52,70.11,743.8122,597.4177,17.67,1.356,284.8167
Station1,-2.850764,-79.192941,2014-05-13 11:50:00,68,17.69,69.17,743.777,532.8471,17.67,1.319,279.9645
Station1,-2.850764,-79.192941,2014-05-13 11:55:00,69,17.87,68.53,743.6744,588.5775,17.67,1.039,266.778
Station1,-2.850764,-79.192941,2014-05-13 12:00:00,70,18.06,69.11,743.6329,691.0348,17.67,1.678,306.098
Station1,-2.850764,-79.192941,2014-05-13 12:05:00,71,17.62,69.5,743.5388,546.8499,17.67,1.553,291.5411
Station1,-2.850764,-79.192941,2014-05-13 12:10:00,72,17.37,67.75,743.5189,537.1816,17.67,1.625,285.3281
Station1,-2.850764,-79.192941,2014-05-13 12:15:00,73,17.8,67.46,743.5138,565.887,17.67,1.287,252.5706
Station1,-2.850764,-79.192941,2014-05-13 12:20:00,74,18.01,66.4,743.4438,537.2103,17.68,1.353,258.3079
Station1,-2.850764,-79.192941,2014-05-13 12:25:00,75,17.8,66.5,743.3671,510.52,17.68,1.332,278.228
Station1,-2.850764,-79.192941,2014-05-13 12:30:00,76,17.53,66.52,743.2696,438.7852,17.68,1.545,282.0159
Station1,-2.850764,-79.192941,2014-05-13 12:35:00,77,17.3,69.23,743.2237,356.8648,17.68,1.287,289.1532
Station1,-2.850764,-79.192941,2014-05-13 12:40:00,78,17.4,69.58,743.1954,353.2346,17.68,1.489,287.5354
Station1,-2.850764,-79.192941,2014-05-13 12:45:00,79,17.64,68.68,743.1237,431.8498,17.67,0.919,229.4835
Station1,-2.850764,-79.192941,2014-05-13 12:50:00,80,17.74,68.21,743.0765,361.3493,17.68,1.196,253.8232
Station1,-2.850764,-79.192941,2014-05-13 12:55:00,81,17.33,68.78,743.0272,355.7324,17.68,1.287,202.179
Station1,-2.850764,-79.192941,2014-05-13 13:00:00,82,17.24,69.94,742.9496,355.8999,17.68,0.972,223.0406
Station1,-2.850764,-79.192941,2014-05-13 13:05:00,83,17.26,70.24,742.8869,318.9665,17.69,1.052,286.3765
Station1,-2.850764,-79.192941,2014-05-13 13:10:00,84,17.35,70.18,742.7699,292.653,17.7,1.215,231.8327
Station1,-2.850764,-79.192941,2014-05-13 13:15:00,85,17.52,69.26,742.691,372.743,17.7,0.972,258.9527
Station1,-2.850764,-79.192941,2014-05-13 13:20:00,86,17.58,68.67,742.5652,377.9899,17.7,1.508,297.7292
Station1,-2.850764,-79.192941,2014-05-13 13:25:00,87,17.64,68.37,742.5328,450.1416,17.71,1.263,270.2857
Station1,-2.850764,-79.192941,2014-05-13 13:30:00,88,17.89,67.27,742.4178,637.4264,17.72,1.313,266.8979
Station1,-2.850764,-79.192941,2014-05-13 13:35:00,89,18.33,65.2,742.3406,645.7802,17.72,1.91,298.3223
Station1,-2.850764,-79.192941,2014-05-13 13:40:00,90,18.07,64.98,742.3021,400.5143,17.72,1.22,283.9478
Station1,-2.850764,-79.192941,2014-05-13 13:45:00,91,18,65.16,742.2836,389.3064,17.74,1.188,275.5717
Station1,-2.850764,-79.192941,2014-05-13 13:50:00,92,18.01,63.61,742.1694,339.2547,17.75,0.911,261.6534
Station1,-2.850764,-79.192941,2014-05-13 13:55:00,93,18,64.99,742.0655,321.0889,17.75,1.042,279.1566
Station1,-2.850764,-79.192941,2014-05-13 14:00:00,94,17.78,65.85,742.0237,293.5526,17.76,1.129,250.1906
Station1,-2.850764,-79.192941,2014-05-13 14:05:00,95,17.93,65.1,741.9961,294.304,17.77,1.092,200.4793
Station1,-2.850764,-79.192941,2014-05-13 14:10:00,96,17.89,67.03,741.903,255.2199,17.77,0.978,234.8901
Station1,-2.850764,-79.192941,2014-05-13 14:15:00,97,17.61,68.11,741.833,272.6173,17.78,1.015,209.34
Station1,-2.850764,-79.192941,2014-05-13 14:20:00,98,17.65,67.71,741.733,352.9596,17.79,1.199,198.9197
Station1,-2.850764,-79.192941,2014-05-13 14:25:00,99,17.8,66.72,741.6249,509.8591,17.79,1.271,217.7824
Station1,-2.850764,-79.192941,2014-05-13 14:30:00,100,18.44,65.54,741.5298,553.6804,17.81,1.148,214.6935
Station1,-2.850764,-79.192941,2014-05-13 14:35:00,101,18.67,64.01,741.485,337.3452,17.81,0.834,205.2313
Station1,-2.850764,-79.192941,2014-05-13 14:40:00,102,18.5,62.23,741.3773,266.627,17.82,1.223,211.4698
Station1,-2.850764,-79.192941,2014-05-13 14:45:00,103,18.01,65.26,741.3434,261.2968,17.83,0.911,242.2392
Station1,-2.850764,-79.192941,2014-05-13 14:50:00,104,18.3,65.52,741.2619,613.7588,17.84,0.762,239.6394
Station1,-2.850764,-79.192941,2014-05-13 14:55:00,105,18.68,63.22,741.1618,626.9107,17.85,1.686,306.0643
Station1,-2.850764,-79.192941,2014-05-13 15:00:00,106,18.73,63.42,741.0823,635.8736,17.86,1.462,286.8175
Station1,-2.850764,-79.192941,2014-05-13 15:05:00,107,18.71,63.06,741.0483,604.407,17.87,1.119,251.7131
Station1,-2.850764,-79.192941,2014-05-13 15:10:00,108,19.25,60.83,740.9471,462.2838,17.88,1.058,228.633
Station1,-2.850764,-79.192941,2014-05-13 15:15:00,109,19.5,61.04,740.9109,665.7448,17.89,0.898,234.887
Station1,-2.850764,-79.192941,2014-05-13 15:20:00,110,19.68,60.2,740.7843,476.9708,17.9,1.175,316.1553
Station1,-2.850764,-79.192941,2014-05-13 15:25:00,111,19.64,61.08,740.7776,632.2057,17.91,1.51,309.4952
Station1,-2.850764,-79.192941,2014-05-13 15:30:00,112,19.55,59.96,740.7721,294.669,17.92,1.249,280.1553
Station1,-2.850764,-79.192941,2014-05-13 15:35:00,113,18.76,61.57,740.7037,154.6572,17.94,0.906,284.7662
Station1,-2.850764,-79.192941,2014-05-13 15:40:00,114,18.23,62.83,740.6417,88.84664,17.95,0.69,239.3159
Station1,-2.850764,-79.192941,2014-05-13 15:45:00,115,17.85,65.72,740.67,98.79827,17.95,0.98,293.2823
Station1,-2.850764,-79.192941,2014-05-13 15:50:00,116,17.68,67.8,740.6754,105.2663,17.96,0.649,272.4225
Station1,-2.850764,-79.192941,2014-05-13 15:55:00,117,17.55,64.72,740.6349,80.02237,17.96,1.14,286.2353
Station1,-2.850764,-79.192941,2014-05-13 16:00:00,118,17.32,64.41,740.617,153.6226,17.98,0.967,273.8066
Station1,-2.850764,-79.192941,2014-05-13 16:05:00,119,18.03,65.27,740.5923,485.6098,17.98,0.831,282.7333
Station1,-2.850764,-79.192941,2014-05-13 16:10:00,120,19.5,60.5,740.5664,529.2371,17.99,1.225,289.3683
Station1,-2.850764,-79.192941,2014-05-13 16:15:00,121,20.15,58.13,740.5549,544.8065,18,0.946,257.8432
Station1,-2.850764,-79.192941,2014-05-13 16:20:00,122,20.33,54.45,740.5226,461.7105,18.01,1.345,271.9684
Station1,-2.850764,-79.192941,2014-05-13 16:25:00,123,19.84,56.08,740.5175,482.0077,18.03,1.534,294.171
Station1,-2.850764,-79.192941,2014-05-13 16:30:00,124,19.88,56.86,740.5173,440.7882,18.04,1.601,309.5439
Station1,-2.850764,-79.192941,2014-05-13 16:35:00,125,19.37,56.81,740.5116,114.4574,18.05,1.295,291.1042
Station1,-2.850764,-79.192941,2014-05-13 16:40:00,126,18.47,61.11,740.5417,58.87989,18.06,0.845,252.731
Station1,-2.850764,-79.192941,2014-05-13 16:45:00,127,18.12,63.03,740.6315,57.67388,18.08,0.916,262.7674
Station1,-2.850764,-79.192941,2014-05-13 16:50:00,128,17.79,63.24,740.6379,51.57625,18.08,0.765,271.8275
Station1,-2.850764,-79.192941,2014-05-13 16:55:00,129,17.6,64.03,740.6083,40.65462,18.09,0.714,292.7259
Station1,-2.850764,-79.192941,2014-05-13 17:00:00,130,17.36,66.15,740.5833,171.7705,18.1,0.512,244.9012
Station1,-2.850764,-79.192941,2014-05-13 17:05:00,131,17.53,65.85,740.5371,147.3025,18.11,0.536,241.3792
Station1,-2.850764,-79.192941,2014-05-13 17:10:00,132,17.72,63.83,740.5293,65.55446,18.12,0.693,250.9697
Station1,-2.850764,-79.192941,2014-05-13 17:15:00,133,17.76,63.29,740.5225,36.04834,18.13,0.56,238.5662
Station1,-2.850764,-79.192941,2014-05-13 17:20:00,134,17.65,64.41,740.5427,32.59174,18.14,0.709,236.9276
Station1,-2.850764,-79.192941,2014-05-13 17:25:00,135,17.48,64.32,740.5462,34.28478,18.15,0.564,221.5716
Station1,-2.850764,-79.192941,2014-05-13 17:30:00,136,17.29,65.14,740.5687,25.55928,18.16,0.472,235.5538
Station1,-2.850764,-79.192941,2014-05-13 17:35:00,137,17.07,65.97,740.67,24.35324,18.17,0.402,225.9182
Station1,-2.850764,-79.192941,2014-05-13 17:40:00,138,16.89,67.56,740.6855,27.83729,18.18,0.024,330.4209
Station1,-2.850764,-79.192941,2014-05-13 17:45:00,139,16.68,68.2,740.7414,30.48693,18.19,0.215,235.2677
Station1,-2.850764,-79.192941,2014-05-13 17:50:00,140,16.57,68.31,740.8334,25.84262,18.2,0.506,247.7703
Station1,-2.850764,-79.192941,2014-05-13 17:55:00,141,16.47,67.69,740.8584,15.67445,18.21,0.573,239.1552
Station1,-2.850764,-79.192941,2014-05-13 18:00:00,142,16.3,67.94,740.8662,9.800299,18.22,0.43,230.0052
Station1,-2.850764,-79.192941,2014-05-13 18:05:00,143,16.13,68.72,740.9111,6.9925,18.23,0.61,237.7927
Station1,-2.850764,-79.192941,2014-05-13 18:10:00,144,15.99,69.98,740.9778,5.143048,18.24,0.313,230.7269
Station1,-2.850764,-79.192941,2014-05-13 18:15:00,145,15.76,70.58,741.0203,3.304643,18.25,0.127,218.2351
Station1,-2.850764,-79.192941,2014-05-13 18:20:00,146,15.67,70.97,741.0401,2.120393,18.26,0.458,214.3412
Station1,-2.850764,-79.192941,2014-05-13 18:25:00,147,15.61,71.4,741.0831,1.071489,18.27,0.61,217.8019
Station1,-2.850764,-79.192941,2014-05-13 18:30:00,148,15.48,72.07,741.1361,0.3834918,18.27,0.573,215.0244
Station1,-2.850764,-79.192941,2014-05-13 18:35:00,149,15.35,72.58,741.1647,0.01127974,18.28,0.605,215.509
Station1,-2.850764,-79.192941,2014-05-13 18:40:00,150,15.46,71.85,741.2591,0,18.29,0.701,223.932
Station1,-2.850764,-79.192941,2014-05-13 18:45:00,151,15.28,72.92,741.295,0,18.3,0.528,226.4316
Station1,-2.850764,-79.192941,2014-05-13 18:50:00,152,15.15,73.41,741.4305,0,18.3,0.674,216.336
Station1,-2.850764,-79.192941,2014-05-13 18:55:00,153,15.19,73.09,741.4714,0,18.32,0.831,208.284
Station1,-2.850764,-79.192941,2014-05-13 19:00:00,154,15.14,73.45,741.5846,0,18.33,0.727,208.5957
Station1,-2.850764,-79.192941,2014-05-13 19:05:00,155,15.1,73.78,741.6666,0,18.33,0.802,212.1273
Station1,-2.850764,-79.192941,2014-05-13 19:10:00,156,15.08,73.64,741.7415,0,18.34,0.853,204.9126
Station1,-2.850764,-79.192941,2014-05-13 19:15:00,157,15.04,74.07,741.8651,0,18.35,0.805,205.5463
Station1,-2.850764,-79.192941,2014-05-13 19:20:00,158,14.93,74.6,741.9065,0,18.35,0.855,211.1515
Station1,-2.850764,-79.192941,2014-05-13 19:25:00,159,14.83,74.82,741.9838,0,18.36,0.826,212.405
Station1,-2.850764,-79.192941,2014-05-13 19:30:00,160,14.74,75.33,741.9999,0,18.36,0.887,206.2808
Station1,-2.850764,-79.192941,2014-05-13 19:35:00,161,14.71,75.66,742.068,0,18.36,0.869,208.0986
Station1,-2.850764,-79.192941,2014-05-13 19:40:00,162,14.72,75.66,742.1383,0,18.36,1.012,205.4756
Station1,-2.850764,-79.192941,2014-05-13 19:45:00,163,14.64,76.27,742.2317,0,18.37,0.863,209.6996
Station1,-2.850764,-79.192941,2014-05-13 19:50:00,164,14.41,77.71,742.2669,0,18.38,0.634,226.7098
Station1,-2.850764,-79.192941,2014-05-13 19:55:00,165,14.25,78.08,742.3166,0,18.38,0.9,215.3551
Station1,-2.850764,-79.192941,2014-05-13 20:00:00,166,14.26,77.95,742.4061,0,18.38,0.674,208.0314
Station1,-2.850764,-79.192941,2014-05-13 20:05:00,167,14.18,78.35,742.5217,0,18.38,0.597,206.9866
Station1,-2.850764,-79.192941,2014-05-13 20:10:00,168,13.93,79.61,742.5797,0,18.38,0.136,152.3384
Station1,-2.850764,-79.192941,2014-05-13 20:15:00,169,13.63,80.8,742.6182,0,18.38,0.297,108.2315
Station1,-2.850764,-79.192941,2014-05-13 20:20:00,170,13.36,82.2,742.7154,0,18.39,0.367,131.1637
Station1,-2.850764,-79.192941,2014-05-13 20:25:00,171,13.22,82.9,742.837,0,18.4,0,0
Station1,-2.850764,-79.192941,2014-05-13 20:30:00,172,12.99,84.2,742.8464,0,18.4,0.104,140.5232
Station1,-2.850764,-79.192941,2014-05-13 20:35:00,173,12.83,85.1,742.9443,0,18.4,0.248,149.2938
Station1,-2.850764,-79.192941,2014-05-13 20:40:00,174,12.84,85.5,742.9808,0,18.4,0.172,148.4762
Station1,-2.850764,-79.192941,2014-05-13 20:45:00,175,12.73,86.3,743.0167,0,18.41,0.145,143.382
Station1,-2.850764,-79.192941,2014-05-13 20:50:00,176,12.68,87,743.0734,0,18.41,0.295,189.5627
Station1,-2.850764,-79.192941,2014-05-13 20:55:00,177,12.66,87.4,743.136,0,18.41,0.145,160.9797
Station1,-2.850764,-79.192941,2014-05-13 21:00:00,178,12.55,88.6,743.1299,0,18.41,0.434,143.7548
Station1,-2.850764,-79.192941,2014-05-13 21:05:00,179,12.56,88.7,743.1789,0,18.41,0.388,125.881
Station1,-2.850764,-79.192941,2014-05-13 21:10:00,180,12.49,89,743.2613,0,18.41,0.44,101.8354
Station1,-2.850764,-79.192941,2014-05-13 21:15:00,181,12.31,89.2,743.2797,0,18.41,0.357,149.9173
Station1,-2.850764,-79.192941,2014-05-13 21:20:00,182,12.15,89.8,743.298,0,18.41,0.342,138.9292
Station1,-2.850764,-79.192941,2014-05-13 21:25:00,183,12.03,90,743.3707,0,18.4,0.012,99.36435
Station1,-2.850764,-79.192941,2014-05-13 21:30:00,184,11.91,90.3,743.4886,0,18.4,0,0
Station1,-2.850764,-79.192941,2014-05-13 21:35:00,185,11.86,91.2,743.5424,0,18.4,0.4,178.1246
Station1,-2.850764,-79.192941,2014-05-13 21:40:00,186,11.92,91.6,743.5384,0,18.4,0.536,142.8822
Station1,-2.850764,-79.192941,2014-05-13 21:45:00,187,11.9,91.4,743.598,0,18.39,0.509,175.7373
Station1,-2.850764,-79.192941,2014-05-13 21:50:00,188,11.9,91.2,743.6513,0,18.39,0.137,149.4323
Station1,-2.850764,-79.192941,2014-05-13 21:55:00,189,11.81,91.2,743.6848,0,18.39,0.036,147.9195
Station1,-2.850764,-79.192941,2014-05-13 22:00:00,190,11.65,91.8,743.7101,0,18.39,0.012,145.2489
Station1,-2.850764,-79.192941,2014-05-13 22:05:00,191,11.47,93,743.7296,0,18.39,0.295,157.8029
Station1,-2.850764,-79.192941,2014-05-13 22:10:00,192,11.46,93,743.7902,0,18.38,0.244,158.782
Station1,-2.850764,-79.192941,2014-05-13 22:15:00,193,11.42,93,743.792,0,18.38,0.517,148.1989
Station1,-2.850764,-79.192941,2014-05-13 22:20:00,194,11.37,92.9,743.7598,0,18.38,0.08,136.2897
Station1,-2.850764,-79.192941,2014-05-13 22:25:00,195,11.32,92.9,743.7642,0,18.37,0,0
Station1,-2.850764,-79.192941,2014-05-13 22:30:00,196,11.31,92.9,743.7545,0,18.38,0,0
Station1,-2.850764,-79.192941,2014-05-13 22:35:00,197,11.21,93.2,743.8033,0,18.37,0,0
Station1,-2.850764,-79.192941,2014-05-13 22:40:00,198,11.05,93.8,743.8277,0,18.36,0,0
Station1,-2.850764,-79.192941,2014-05-13 22:45:00,199,11.03,95.1,743.8508,0,18.36,0.212,161.2021
Station1,-2.850764,-79.192941,2014-05-13 22:50:00,200,11.03,95.6,743.8439,0,18.35,0.429,144.486
Station1,-2.850764,-79.192941,2014-05-13 22:55:00,201,10.99,95.7,743.7963,0,18.35,0.474,148.172
Station1,-2.850764,-79.192941,2014-05-13 23:00:00,202,10.91,95.8,743.7646,0,18.35,0.504,144.0287
Station1,-2.850764,-79.192941,2014-05-13 23:05:00,203,10.85,96.1,743.7975,0,18.34,0.225,131.6565
Station1,-2.850764,-79.192941,2014-05-13 23:10:00,204,10.76,96.3,743.8661,0,18.34,0,0
Station1,-2.850764,-79.192941,2014-05-13 23:15:00,205,10.63,96.6,743.8777,0,18.34,0.015,148.2149
Station1,-2.850764,-79.192941,2014-05-13 23:20:00,206,10.51,97,743.9073,0,18.33,0.472,140.4814
Station1,-2.850764,-79.192941,2014-05-13 23:25:00,207,10.38,97,743.8733,0,18.33,0.06,189.6036
Station1,-2.850764,-79.192941,2014-05-13 23:30:00,208,10.32,97.3,743.8824,0,18.32,0.048,183.5534
Station1,-2.850764,-79.192941,2014-05-13 23:35:00,209,10.25,97.5,743.8552,0,18.32,0,0
Station1,-2.850764,-79.192941,2014-05-13 23:40:00,210,10.22,97.8,743.8438,0,18.31,0,0
Station1,-2.850764,-79.192941,2014-05-13 23:45:00,211,10.17,97.9,743.8416,0,18.3,0,0
Station1,-2.850764,-79.192941,2014-05-13 23:50:00,212,10.14,97.8,743.7916,0,18.3,0,0
Station1,-2.850764,-79.192941,2014-05-13 23:55:00,213,10.16,97.8,743.744,0,18.29,0.233,145.9498
Station1,-2.850764,-79.192941,2014-05-14 00:00:00,214,10.25,97.3,743.7236,0,18.28,0.482,150.0824
Station1,-2.850764,-79.192941,2014-05-14 00:05:00,215,10.26,96.9,743.7304,0,18.28,0.347,155.192
Station1,-2.850764,-79.192941,2014-05-14 00:10:00,216,10.16,97.2,743.7281,0,18.27,0.012,146.6957
Station1,-2.850764,-79.192941,2014-05-14 00:15:00,217,10.01,97.6,743.719,0,18.27,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:20:00,218,9.94,98.1,743.7145,0,18.25,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:25:00,219,9.86,98.3,743.7213,0,18.25,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:30:00,220,9.81,98.7,743.8166,0,18.24,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:35:00,221,9.74,98.9,743.7985,0,18.24,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:40:00,222,9.72,99.2,743.7689,0,18.23,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:45:00,223,9.73,99.2,743.7304,0,18.22,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:50:00,224,9.76,99.2,743.7122,0,18.21,0,0
Station1,-2.850764,-79.192941,2014-05-14 00:55:00,225,9.72,99.2,743.71,0,18.2,0,0
Station1,-2.850764,-79.192941,2014-05-14 01:00:00,226,9.67,99.3,743.6396,0,18.2,0.068,129.6243
Station1,-2.850764,-79.192941,2014-05-14 01:05:00,227,9.59,99.4,743.601,0,18.19,0.273,135.6557
Station1,-2.850764,-79.192941,2014-05-14 01:10:00,228,9.51,99.5,743.5873,0,18.18,0,0
Station1,-2.850764,-79.192941,2014-05-14 01:15:00,229,9.41,99.5,743.5511,0,18.17,0,0
Station1,-2.850764,-79.192941,2014-05-14 01:20:00,230,9.44,99.7,743.5057,0,18.16,0,0
